nomor_dokumen,tanggal_penetapan,link_dokumen,tanggal_pengajuan,tentang,nama_mitra
597/PL16/KS.BIV/2023,25-10-2023,https://drive.google.com/file/d/1k6xoX8gtqH6EiFwOO3iGgRyd2Qx9mubU/view?usp=sharing,25-10-2023,,BALAI STANDARDISASI DAN PELAYANAN JASA INDUSTRI PONTIANAK
617/PL16/KS.BIV/2023,09-11-2023,https://drive.google.com/file/d/1dSjLRJA_7T9Ghimgj_BPfxayufQbIydk/view?usp=sharing,09-11-2023,,SMK NEGERI 1 SUNGAI MELAYU RAYAK
619/PL16/KS.BIV/2023,10-11-2023,https://drive.google.com/file/d/1Mhoxy2NJHrbtIzIuDCbpewm9Iv5k9Qvq/view?usp=sharing,10-11-2023,,SMK NEGERI 1 AIR UPAS
665/PL16/KS.BIV/2023,29-11-2023,https://drive.google.com/file/d/1jaIRO8a9TL1i1bv-Okh9wZGe_lZb0JqZ/view?usp=sharing,29-11-2023,Pengelolaan dan Publikasi Jurnal dan Konferensi Ilmiah,IKATAN CENDEKIAWAN MUDA AKUNTANSI
692/PL16/KS.BIV/2023,12-12-2023,https://drive.google.com/file/d/1VxEtkm4rHb9VWM9KFz9iOKS2VSxsMC3O/view?usp=sharing,12-12-2023,,SMK NEGERI 8 PONTIANAK
705/PL16/KS.BIV/2021,07-09-2021,https://drive.google.com/file/d/1tZNkmxglu22PP0AgYOEs4iRaG1F5qnKV/view?usp=sharing,07-09-2021,"Kerja Sama dalam Bidang Pendidikan, Penelitian, dan Pengabdian kepada Masyarakat serta Peningkatan Kualitas SDM",YAYASAN PUTRA KALIMANTAN BARAT
818/PL16/KS.BIV/2021,21-06-2021,https://drive.google.com/file/d/1Hsy90Z4qL5Aj-rM_U3F_eImBaYytH5G6/view?usp=sharing,21-06-2021,,PT. ACA PACIFIC INDONESIA
981/PL16/KS.BIV/2021,21-12-2021,https://drive.google.com/file/d/1VbMl3CJtj7XVFRI3PY2L8vnDk5crr-0V/view?usp=sharing,21-12-2021,,SMK NEGERI 1 NANGA TAYAP
,03-12-2024,https://drive.google.com/file/d/1V2DU4boGoB1h9XvYZORU3vwwH7_4GVjG/view?usp=sharing,03-12-2024,Taiwan INTENSE Program Dual Degree Program Agreement,"CHENG SHIU UNIVERSITY (CSU), TAIWAN"
,03-12-2024,https://drive.google.com/file/d/1UA1ZXCt35f-uPXJJsfMIC4bLNh8MedQu/view?usp=sharing,03-12-2024,Cooperation in Academic and Research Related Activities,"CHENG SHIU UNIVERSITY (CSU), TAIWAN"
0204/PL16/KS.00.01/2025,29-01-2025,https://drive.google.com/file/d/1Z9N6cQkQBbkXLN2kaj2mi8K3PO1Ic18R/view?usp=sharing,29-01-2025,Academic and Research Cooperation,"UNIVERSITE PARIS-EST CRETEIL (UPEC), FRANCE"
0205/PL16/KS.00.01/2025,29-01-2025,https://drive.google.com/file/d/1gHPIA6gBWj03TT59if6m550VKVE5_w7P/view?usp=sharing,29-01-2025,Student Exchange Program for Internship,"UNIVERSITE PARIS-EST CRETEIL (UPEC), FRANCE"
2263/PL16/KS/2024,07-03-2024,https://drive.google.com/file/d/1D9jbOGd9dM0lwrXSOzNWWTON185Z2xpB/view?usp=sharing,07-03-2024,,PT. YOGYA PRESISI TEHNIKATAMA INDUSTRI
9444/PL16/KS/2023,15-11-2023,https://drive.google.com/file/d/1ARwV9Evqlsctd94VqqK74PtTfy6WhDGv/view?usp=sharing,15-11-2023,Pengembangan Kegiatan Pendidikan Perguruan Tinggi Dalam Rangka Meningkatkan Sumber Daya Manusia di Kabupaten Sanggau,PEMERINTAH KABUPATEN SANGGAU
296/PL16/KS.BIV/2023,08-12-2023,https://drive.google.com/file/d/1xaAWRt3CMv-YAUPhL6SOussgnBG4z4EH/view?usp=sharing,08-12-2023,Tridharma Perguruan Tinggi,POLITEKNIK NEGERI JAKARTA (PNJ)
296/PL16/KS.BIV/2023,08-12-2023,https://drive.google.com/file/d/1xaAWRt3CMv-YAUPhL6SOussgnBG4z4EH/view?usp=sharing,08-12-2023,Tridharma Perguruan Tinggi,POLITEKNIK NEGERI MADIUN
296/PL16/KS.BIV/2023,08-12-2023,https://drive.google.com/file/d/1xaAWRt3CMv-YAUPhL6SOussgnBG4z4EH/view?usp=sharing,08-12-2023,Tridharma Perguruan Tinggi,POLITEKNIK NEGERI LAMPUNG
296/PL16/KS.BIV/2023,08-12-2023,https://drive.google.com/file/d/1xaAWRt3CMv-YAUPhL6SOussgnBG4z4EH/view?usp=sharing,08-12-2023,Tridharma Perguruan Tinggi,POLITEKNIK NEGERI MEDAN (POLMED)
296/PL16/KS.BIV/2023,08-12-2023,https://drive.google.com/file/d/1xaAWRt3CMv-YAUPhL6SOussgnBG4z4EH/view?usp=sharing,08-12-2023,Tridharma Perguruan Tinggi,POLITEKNIK NEGERI CILACAP
296/PL16/KS.BIV/2023,08-12-2023,https://drive.google.com/file/d/1xaAWRt3CMv-YAUPhL6SOussgnBG4z4EH/view?usp=sharing,08-12-2023,Tridharma Perguruan Tinggi,POLITEKNIK NEGERI NUSA UTARA
296/PL16/KS.BIV/2023,08-12-2023,https://drive.google.com/file/d/1xaAWRt3CMv-YAUPhL6SOussgnBG4z4EH/view?usp=sharing,08-12-2023,Tridharma Perguruan Tinggi,POLITEKNIK NEGERI BENGKALIS
296/PL16/KS.BIV/2023,08-12-2023,https://drive.google.com/file/d/1xaAWRt3CMv-YAUPhL6SOussgnBG4z4EH/view?usp=sharing,08-12-2023,Tridharma Perguruan Tinggi,POLITEKNIK NEGERI SAMBAS
296/PL16/KS.BIV/2023,08-12-2023,https://drive.google.com/file/d/1xaAWRt3CMv-YAUPhL6SOussgnBG4z4EH/view?usp=sharing,08-12-2023,Tridharma Perguruan Tinggi,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA
296/PL16/KS.BIV/2023,08-12-2023,https://drive.google.com/file/d/1xaAWRt3CMv-YAUPhL6SOussgnBG4z4EH/view?usp=sharing,08-12-2023,Tridharma Perguruan Tinggi,POLITEKNIK NEGERI BALI
296/PL16/KS.BIV/2023,08-12-2023,https://drive.google.com/file/d/1xaAWRt3CMv-YAUPhL6SOussgnBG4z4EH/view?usp=sharing,08-12-2023,Tridharma Perguruan Tinggi,POLITEKNIK PERTANIAN NEGERI PANGKAJENE KEPULAUAN
296/PL16/KS.BIV/2023,08-12-2023,https://drive.google.com/file/d/1xaAWRt3CMv-YAUPhL6SOussgnBG4z4EH/view?usp=sharing,08-12-2023,Tridharma Perguruan Tinggi,POLITEKNIK NEGERI SAMARINDA (POLNES)
