id,nib,mitra,kategori_mitra,badan_mitra,kriteria_mitra,klasifikasi_mitra,klbi,tanggal_pendirian,alamat,negara_mitra,provinsi_mitra,kabupaten_kota_mitra,email,telepon,kodepos,website,logo,profil,sub_kategori_mitra
128caaad,,PT. ASURANSI UMUM BUMIPUTERA MUDA 1967,Perusahaan nasional berstandar tinggi,,Perusahaan Nasional Berstandar Tinggi,Aktivitas keuangan dan asuransi,,12/8/1967,Jalan Wolter Monginsidi No. 63,INDONESIA,DKI Jakarta,Kota Jakarta Selatan,,,,,,,
54a8b558,,PT. INDONESIA CHEMICAL ALUMINA,Perusahaan nasional berstandar tinggi,,Perusahaan Nasional Berstandar Tinggi,Industri pengolahan,,,"Gedung Aneka Tambang 4th Floor, Jalan Letjen TB. Simatupang No. 1, Lingkar Selatan, Tanjung Barat",INDONESIA,DKI Jakarta,Kota Jakarta Selatan,,,,,,,
1147018f,,UNIVERSITAS PERSADA INDONESIA Y.A.I,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Diponegoro No. 74,INDONESIA,DKI Jakarta,Kota Jakarta Pusat,,,,,,,
4c64f6cf,,PT. UNITED TRACTORS TBK CABANG PONTIANAK,Perusahaan nasional berstandar tinggi,,Perusahaan Nasional Berstandar Tinggi,Perdagangan besar dan eceran; reparasi dan perawaran mobil dan sepeda motor,,,"Jalan Adisucipto Km. 8,5",INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
6cfb1f38,,PEMERINTAH KOTA PONTIANAK,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Rahadi Oesman No. 3,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
bf3bcb83,,POLITEKNIK NEGERI SAMBAS,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Raya Sejangkung,INDONESIA,Kalimantan Barat,Sambas,,,,https://poltesa.ac.id/,T_mitra_Images/bf3bcb83.logo.030603.png,,
23ed5c02,,KOMITE OLAHRAGA NASIONAL INDONESIA (KONI) PROVINSI KALIMANTAN BARAT,Organisasi,,Asosiasi Dalam Negeri,,,,Jalan Komplek Stadion Sultan Syarif Abdurrahman,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
4b41eef5,,ASOSIASI KONSULTAN PAJAK PUBLIK INDONESIA (AKP2I),Organisasi,,Asosiasi Dalam Negeri,,,,Jalan Raya Janur Elok Blok PA/26 No. 4,INDONESIA,DKI Jakarta,Kota Jakarta Utara,,,,,,,
54fb1605,,"DINAS PERDAGANGAN INDUSTRI, KOPERASI, DAN UKM KOTA SINGKAWANG",Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Firdaus,INDONESIA,Kalimantan Barat,Kota Singkawang,,,,,,,
54b7f9ee,,UNIVERSITAS TERBUKA PONTIANAK,Perguruan tinggi yang masuk dalam daftar QS200 berdasarkan bidang ilmu (subject),NEGERI,Perguruan Tinggi Yang Masuk Dalam Daftar QS200 Berdasarkan Bidang Ilmu (QS200 By Subject),,,,Jalan Karya Bhakti,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
99c82576,,SOUTHEAST ASIAN MINISTER OF EDUCATION (SEAMEO) SECRETARIAT,Organisasi,,Asosiasi Luar Negeri,,,,,THAILAND,,,,,,,,,
7a0062b1,,CHUNG CHEONG UNIVERSITY,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",,Lembaga Pendidikan Luar Negeri,,,,,REPUBLIC OF KOREA,,,,,,,,,
c7d0bcc3,,KEMENTERIAN PENDIDIKAN MALAYSIA,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Lainnya Mitra Luar Negeri,"Administrasi pemerintahan, pertahanan, dan jaminan sosial",,,,MALAYSIA,,,,,,,,,
da8e3744,,MANAGEMENT AND SCIENCE UNIVERSITY (MSU),"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",,Lembaga Pendidikan Luar Negeri,,,,,MALAYSIA,,,,,,,,,
da5386e5,,POLITEKNIK MUKAH SARAWAK (PMU),"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",,Lembaga Pendidikan Luar Negeri,,,,"Kilometer 7.5, Oya Road, 96400 Mukah, Sarawak",MALAYSIA,,,,,,,,,
435c6849,,SOUTH METROPOLITAN TAFE,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",,Asosiasi Luar Negeri,,,,"1 Fleet Street, Fremantle, Western Australia",AUSTRALIA,,,,,,,,,
2907174c,,SOUTHERN TAIWAN UNIVERSITY OF SCIENCE AND TECHNOLOGY (STUTS),"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",,Lembaga Pendidikan Luar Negeri,,,,"No. 1, Nantai St, Yongkang Dist., Tainan City 71005",TAIWAN,,,,,,,,,
ce0d16d9,,RSUD SULTAN SYARIF MOHAMAD ALKADRIE,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMD,Aktivitas kesehatan manusia dan aktivitas sosial,,,Jalan Husein Hamzah Pal IV,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
1650c46c,,PEMERINTAH KABUPATEN BENGKAYANG,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Guna Baru Trans Rangkang,INDONESIA,Kalimantan Barat,Bengkayang,,,,,,,
59c470d0,,DINAS PERIKANAN KABUPATEN KAPUAS HULU,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Antasari No. 6,INDONESIA,Kalimantan Barat,Kapuas Hulu,,,,,,,
ec83640f,,SMK NEGERI 2 KETAPANG,Institusi Pendidikan,NEGERI,Lembaga Pendidikan Dalam Negeri,,,,Jalan Gatot Subroto,INDONESIA,Kalimantan Barat,Ketapang,,,,,,,
69a17ee6,,BALAI BENIH IKAN (BBI) NANGA SURI KABUPATEN SEKADAU,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Merdeka Timur KM 9,INDONESIA,Kalimantan Barat,Sekadau,dkp3top_sekadau@yahoo.com,05642042064,,,,,
46fc6bc1,,"DINAS KETAHANAN PANGAN, PERTANIAN, DAN PERIKANAN KABUPATEN SEKADAU",Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Merdeka Timur KM 9,INDONESIA,Kalimantan Barat,Sekadau,dkp3top_sekadau@yahoo.com,05642042064,,,,,
dfe3a0e2,,UNIT PELAKSANA TEKNIS (UPT) BENIH IKAN (BI) KELANSIN KABUPATEN KAPUAS HULU,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Lintas Selatan KM. 38,INDONESIA,Kalimantan Barat,Kapuas Hulu,,,,,,,
e5a82544,,PT. RELIANCE SEKURITAS INDONESIA TBK,Perusahaan nasional berstandar tinggi,,Perusahaan Nasional Berstandar Tinggi,Aktivitas keuangan dan asuransi,,,"Jalan Pluit Kencana No. 15 A, Pluit Penjaringan",INDONESIA,DKI Jakarta,Kota Jakarta Barat,,,,,,,
9bd12a6b,,UNIT PEMBENIHAN RAKYAT (UPR) SUNGAI BESAR,Dunia Usaha,,UMKM,,,,Jalan Lintas Selatan,INDONESIA,Kalimantan Barat,Kapuas Hulu,,,,,,,
0a407487,,UNIT PEMBENIHAN RAKYAT (UPR) LONGGANG DALAM,Dunia Usaha,,UMKM,,,,Dusun Bukit Biru,INDONESIA,Kalimantan Barat,Kapuas Hulu,,,,,,,
967b7b3f,,HOTEL MERCURE PONTIANAK,Perusahaan nasional berstandar tinggi,,Perusahaan Nasional Berstandar Tinggi,Penyediaan akomodasi dan penyediaan makan minum,,,Jalan Jenderal Ahmad Yani No. 91,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
9f693d69,,UNIT PEMBENIHAN RAKYAT (UPR) MASYARAKAT MANDIRI,Dunia Usaha,,UMKM,,,,Dusun Repun,INDONESIA,Kalimantan Barat,Kapuas Hulu,,,,,,,
ac66e411,,UNIT PEMBENIHAN RAKYAT (UPR) SIKAMALIK,Dunia Usaha,,UMKM,,,,Jalan Lintas Utara,INDONESIA,Kalimantan Barat,Kapuas Hulu,,,,,,,
826fbf1c,,PT. TRAKINDO UTAMA PONTIANAK,Perusahaan nasional berstandar tinggi,,Perusahaan Nasional Berstandar Tinggi,Perdagangan besar dan eceran; reparasi dan perawaran mobil dan sepeda motor,,,Jalan Adi Sucipto KM. 4.2,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
39c09310,,SMP NEGERI 1 PUTUSSIBAU,Institusi Pendidikan,NEGERI,Lembaga Pendidikan Dalam Negeri,,,,Jalan D.I. Panjaitan 24,INDONESIA,Kalimantan Barat,Kapuas Hulu,,,,,,,
538ffa25,,IKATAN ARSITEK INDONESIA DAERAH KALBAR,Organisasi,,Asosiasi Dalam Negeri,,,,Jalan Karangan Blok C No.9,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
bf80cab5,,FORUM HUMAN CAPITAL INDONESIA,Organisasi nirlaba kelas dunia,,Organisasi Nirlaba Kelas Dunia,,,,,INDONESIA,,,,,,,,,
7fd10e99,,PT. PLN (PERSERO) CABANG PONTIANAK,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,"Pengadaan listrik, gas, uap/air panas dan udara dingin",,,"Jalan Adi Sucipto Km. 7,3",INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
150e42ac,,PT. CAHAYA BENTENG MAS,Perusahaan nasional berstandar tinggi,,Perusahaan Nasional Berstandar Tinggi,Industri pengolahan,,,Jalan Pangeran Jayakarta No. 151,INDONESIA,DKI Jakarta,,,,,,,,
7872b527,,BALAI RISET DAN STANDARDISASI INDUSTRI PONTIANAK,"Lembaga riset pemerintah, swasta, nasional, maupun internasional",,"Lembaga Riset Pemerintah, Swasta, Nasional, Maupun Internasional",,,,Jalan Budi Utomo No. 41,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
dce1a021,,NATIONAL YUNLIN UNIVERSITY OF SCIENCE AND TECHNOLOGY,Perguruan tinggi yang masuk dalam daftar QS200 berdasarkan bidang ilmu (subject),,Lembaga Pendidikan Luar Negeri,,,,"123, Section 3, University Road, Douliu City",TAIWAN,,,,,,,,,
ed48c572,,PEMERINTAH DESA TAJUM,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Desa Tajum,INDONESIA,Kalimantan Barat,Kapuas Hulu,,,,,,,
b60ea102,,PT. BANK RAKYAT INDONESIA (PERSERO) TBK,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,Aktivitas keuangan dan asuransi,,,Jalan Jenderal Sudirman Nomor 44-46,INDONESIA,DKI Jakarta,Kota Jakarta Pusat,,,,,,,
66873fec,,SEKRETARIAT DAERAH KABUPATEN KAPUAS HULU,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Antasari No. 2,INDONESIA,Kalimantan Barat,Kapuas Hulu,,,,,,,
131b2dd1,,TARLAC AGRICULTURAL UNIVERSITY (TAU),Perguruan tinggi yang masuk dalam daftar QS200 berdasarkan bidang ilmu (subject),,Lembaga Pendidikan Luar Negeri,,,,,PHILIPPINES,,,,,,,,,
4b0ac691,,STIKES KAPUAS RAYA SINTANG,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Dr. Wahidin Sudirohusodo No. 80,INDONESIA,Kalimantan Barat,Sintang,,,,,,,
561587c6,,STIK MUHAMMADIYAH PONTIANAK,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Sungai Raya Dalam Gg. Ceria V No. 10,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
84163b4e,,FAKULTAS KEDOKTERAN UNIVERSITAS TANJUNGPURA,Perguruan tinggi yang masuk dalam daftar QS200 berdasarkan bidang ilmu (subject),NEGERI,Perguruan Tinggi Yang Masuk Dalam Daftar QS200 Berdasarkan Bidang Ilmu (QS200 By Subject),,,,Jalan Prof. Dr. H. Hadari Nawawi,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
7dd2a76b,,SMK KESEHATAN BINA DHARMA PONTIANAK,Institusi Pendidikan,SWASTA,Lembaga Pendidikan Dalam Negeri,,,,Jalan Kom. Yos Sudarso Gg. Rambutan II No. 27,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
9f94336e,,AKADEMI KEPERAWATAN DHARMA INSAN PONTIANAK,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Merdeka No. 55,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
b1e578e3,,STIKES YARSI PONTIANAK,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Panglima Aim No. 2,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
c30029fc,,FAKULTAS ILMU KESEHATAN UNIVERSITAS MUHAMMADDIYAH PONTIANAK,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Ahmad Yani No. 111,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
1fe10b5a,,AKADEMI FARMASI YARSI PONTIANAK,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Panglima Aim No. 2,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
66cd7820,,AKADEMI KEBIDANAN 'AISYIYAH PONTIANAK,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Ampera No. 9,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
0252ff83,,AKADEMI KEBIDANAN PANCA BHAKTI PONTIANAK,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Ahmad Yani II Komplek Akademi Panca Bhakti Pontianak,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
c27f4e6e,,AKADEMI KEBIDANAN ST. BENEDICTA PONTIANAK,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Merdeka No. 55,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
eda08d8c,,POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN PONTIANAK,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan 28 Oktober,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
09a5936a,,PERUSAHAAN UMUM (PERUM) JAMINAN KREDIT INDONESIA (JAMKRINDO),Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,Aktivitas keuangan dan asuransi,,,"Gedung Jamkrindo Jalan Angkasa B-9 Kav. 6 Kota Baru, Banda Kemayoran",INDONESIA,DKI Jakarta,Kota Jakarta Pusat,,,,,,,
a138b044,,POLITEKNIK NEGERI UJUNG PANDANG,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Perintis Kemerdekaan KM.10,INDONESIA,Sulawesi Selatan,Kota Makassar,,,,,,,
f3990622,,PT. ASURANSI KREDIT INDONESIA (PERSERO),Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,Aktivitas keuangan dan asuransi,,,"Jalan Angkasa Blok B-9, Kav. 8, Kota Baru",INDONESIA,DKI Jakarta,Kota Jakarta Pusat,,,,,,,
d71f4c47,,POLITEKNIK NEGERI JEMBER,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Mastrip Kotak Pos 164,INDONESIA,Jawa Timur,Jember,,,,,,,
b17c846a,,KEPALA BIRO PERENCANAAN KEMENTERIAN LINGKUNGAN HIDUP DAN KEHUTANAN,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Kementerian / Lembaga Pemerintah Pusat,,,"Jl. Jenderal Gatot Subroto Senayan, Gedung Manggala Wanabakti Blok VII Lantai 2 ",INDONESIA,DKI Jakarta,,,,,,,,
4da23d30,,KEMENTERIAN KOMUNIKASI DAN INFORMATIKA,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Kementerian / Lembaga Pemerintah Pusat,,,Jalan Merdeka Barat No. 9,INDONESIA,DKI Jakarta,,,,,,,,
a2aa3a24,,BADAN PENELITIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA KEMENTERIAN KOMUNIKASI DAN INFORMATIKA,"Lembaga riset pemerintah, swasta, nasional, maupun internasional",,"Lembaga Riset Pemerintah, Swasta, Nasional, Maupun Internasional",,,,Jalan Merdeka Barat No. 9,INDONESIA,DKI Jakarta,Kota Jakarta Pusat,,,,,,,
faf76444,,PT. DIMAS REIZA PERWIRA,Perusahaan nasional berstandar tinggi,,Perusahaan Nasional Berstandar Tinggi,Industri pengolahan,,,Jalan Rungkut Industri III No. 34,INDONESIA,Jawa Timur,Kota Surabaya,,,,,,,
e00f5910,,POLITEKNIK MANUFAKTUR BANDUNG,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Kanayakan No. 21 Dago,INDONESIA,Jawa Barat,Bandung,,,,,,,
feecd01a,,INSTITUT TEKNOLOGI DAN BISNIS KALBIS,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Pulomas Selatan Kav. 22,INDONESIA,DKI Jakarta,Kota Jakarta Timur,,,,,,,
9f670727,,PT. BERKAH NABATI NUSANTARA,Perusahaan nasional berstandar tinggi,,Perusahaan Nasional Berstandar Tinggi,Industri pengolahan,,,"Jalan Teuku Umar, Komplek Pontianak Mall, No. D16",INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
7c4f8ad4,,POLITEKNIK NEGERI BANYUWANGI,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,"Jalan Raya Jember, Labanasem",INDONESIA,Jawa Timur,,,,,,,,
e196ca76,,POLITEKNIK NEGERI JAKARTA (PNJ),"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Prof. DR. G.A. Siwabessy,INDONESIA,Jawa Barat,Kota Depok,,,,,,,
4451e82c,,POLITEKNIK NEGERI MEDIA KREATIF (POLIMEDIA),"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,,INDONESIA,DKI Jakarta,,,,,,,,
5357b232,,UNIVERSITAS MUHAMMADIYAH PONTIANAK,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Jenderal Ahmad Yani,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
b7a605b4,,POLITEKNIK NEGERI KETAPANG,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,"Jl. Rangge Sentap - Dalong, Kelurahan Sukaharja, Kecamatan Delta Pawan",INDONESIA,Kalimantan Barat,Ketapang,kerjasama@politap.ac.id,089521573453,,https://politap.ac.id,T_mitra_Images/b7a605b4.logo.031829.png,,
00d6ad58,,PT. SINTANG RAYA,Perusahaan nasional berstandar tinggi,,Perusahaan Nasional Berstandar Tinggi,"Pertanian, kehutanan, dan perikanan",,,Komplek Central Perdana Jalan Perdana Blok A No. 5,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
b2ac6a5d,,POLITEKNIK NEGERI SEMARANG,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Prof. H. Soedarto,INDONESIA,Jawa Tengah,Semarang,,,,,,,
2f64775f,,POLITEKNIK NEGERI MADURA,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Raya Camplong Km 4 Taddan,INDONESIA,Jawa Timur,Sampang,,,,,,,
995f2fb8,,POLITEKNIK NEGERI BANDUNG (POLBAN),"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Gegerkalong Hilir,INDONESIA,Jawa Barat,Bandung Barat,,,,,,,
2473f74b,,POLITEKNIK NEGERI PADANG,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Kampus Limau Manis,INDONESIA,Sumatera Barat,Kota Padang,,,,,,,
c4766c6b,,POLITEKNIK NEGERI SAMARINDA (POLNES),"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Dr. Ciptomangunkusumo Kampus Gunung Panjang,INDONESIA,Kalimantan Timur,Kota Samarinda,,,,,,,
42482b89,,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA,Perguruan tinggi yang masuk dalam daftar QS200 berdasarkan bidang ilmu (subject),NEGERI,Perguruan Tinggi Yang Masuk Dalam Daftar QS200 Berdasarkan Bidang Ilmu (QS200 By Subject),,,,Jalan Raya ITS,INDONESIA,Jawa Timur,Kota Surabaya,,,,,,,
d15c6cc5,,CV. MULTI CIPTA PRIMA,Dunia Usaha,,Perusahaan Swasta,,,,"Dusun Nirwana, RT/RW 002/003",INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
d18af80c,,POLITEKNIK NEGERI MEDAN (POLMED),"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Almameter No. 1 Kampus USU Medan 20155,INDONESIA,Sumatera Utara,Kota Medan,,,,,,,
4a31f07c,,INSTITUT OTOMOTIF INDONESIA,Institusi/ Organisasi multilateral,,Institusi Atau Organisasi Multilateral,,,,Jalan Letjen Suprapto No. 26,INDONESIA,DKI Jakarta,Kota Jakarta Pusat,,,,,,,
1287d5e1,,PT. MULTI PRIMA ENTAKAI,Perusahaan nasional berstandar tinggi,,Perusahaan Nasional Berstandar Tinggi,"Pertanian, kehutanan, dan perikanan",,,,INDONESIA,DKI Jakarta,,,,,,,,
5a026554,,PEMERINTAH KABUPATEN SUKAMARA,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Tjilik Riwut Km. 7,INDONESIA,Kalimantan Tengah,Sukamara,,,,,T_mitra_Images/5a026554.logo.105750.png,,
412665d0,,TVRI STASIUN KALIMANTAN BARAT,Institusi/ Organisasi multilateral,,Institusi Atau Organisasi Multilateral,,,,Jalan Jenderal Ahmad Yani No. 60,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/412665d0.logo.105735.jpg,,
be95c3c3,,PT. BORNEO ALUMINA INDONESIA,Perusahaan nasional berstandar tinggi,,Perusahaan Nasional Berstandar Tinggi,Industri pengolahan,,,"Jalan Letjen T.B. Simatupang No. 1, Tanjung Barat",INDONESIA,DKI Jakarta,Kota Jakarta Selatan,,,,,T_mitra_Images/be95c3c3.logo.105650.jpg,,
0c969d47,,HOTEL GOLDEN TULIP PONTIANAK,Perusahaan multinasional,,Perusahaan Multinasional,Penyediaan akomodasi dan makan minum,,,Jalan Teuku Umar No. 39,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/0c969d47.logo.105630.png,,
c7d970dc,,IKATAN ARSITEK LANDSCAPE INDONESIA DAERAH PONTIANAK,Organisasi nirlaba kelas dunia,,Organisasi Nirlaba Kelas Dunia,,,,Komplek Bumi Batara 1 Jalur 1 No. B7,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/c7d970dc.logo.105609.png,,
f5e162e9,,PT ASTRA INTERNATIONAL TBK - HONDA (ASTRA MOTOR),Perusahaan multinasional,,Perusahaan Multinasional,"Perdagangan besar dan eceran, reparasi mobil dan motor",,,Jalan Jenderal Ahmad Yani,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/f5e162e9.logo.105519.png,,
c7120a6d,,SMK NEGERI 1 PEMANGKAT,Institusi Pendidikan,NEGERI,Lembaga Pendidikan Dalam Negeri,,,,"Jalan Penjajab Barat, Sambas, Kalimantan Barat",INDONESIA,Kalimantan Barat,Sambas,,,,,T_mitra_Images/c7120a6d.logo.105453.jpg,,
